h2_m4,weapon,0,,,,,,,,,Gold
h2_mp5k,weapon,0,,,,,,,,,Gold
h2_sa80,weapon,0,,,,,,,,,Gold
h2_cheytac,weapon,0,,,,,,,,,Gold
h2_pp2000,weapon,0,,,,,,,,,Gold
h2_spas12,weapon,0,,,,,,,,,Gold
h2_usp,weapon,0,,,,,,,,,Gold
at4,weapon,0,,,,,,,,,Gold
h2_shovel,weapon,0,,,,,,,,,Gold
h1_fraggrenade,none,0,,,,,,,,,Gold
h1_fraggrenadeshort,none,0,,,,,,,,,Gold
h1_flashgrenade,none,0,,,,,,,,,Gold
h1_concussiongrenade,none,0,,,,,,,,,Gold
h1_smokegrenade,none,0,,,,,,,,,Gold
specialty_copycat,deathstreak,0,,,,,,,,,Gold
h1_fraggrenade_mp,perk,0,,,,,,,,,
h1_concussiongrenade_mp,perk,0,,,,,,,,,
h1_flashgrenade_mp,perk,0,,,,,,,,,
h1_smokegrenade_mp,perk,0,,,,,,,,,
h2_famas,weapon,3,,,,,,,,,Gold
h2_ump45,weapon,3,,,,,,,,,Gold
h2_semtex_mp,perk,3,,,,,,,,,
h2_rpd,weapon,4,,,,,,,,,Gold
specialty_combathigh,deathstreak,5,,,,,,,,,Gold
iw9_throwknife_mp,perk,6,,,,,,,,,
h2_scar,weapon,7,,,,,,,,,Gold
specialty_tacticalinsertion,perk,10,,,,,,,,,
h2_kriss,weapon,11,,,,,,,,,Gold
h2_m79,weapon,13,,,,,,,,,Gold
h2_mg4,weapon,15,,,,,,,,,Gold
h2_aa12,weapon,17,,,,,,,,,Gold
specialty_blastshield,perk,18,,,,,,,,,
h2_tavor,weapon,19,,,,,,,,,Gold
h2_icepick,weapon,20,,,,,,,,,Gold
h2_glock,weapon,21,,,,,,,,,Gold
h2_barrett,weapon,22,,,,,,,,,Gold
h2_p90,weapon,23,,,,,,,,,Gold
h2_coltanaconda,weapon,25,,,,,,,,,Gold
specialty_grenadepulldeath,deathstreak,26,,,,,,,,,Gold
h2_fal,weapon,27,,,,,,,,,Gold
stinger,weapon,29,,,,,,,,,Gold
h1_claymore_mp,perk,30,,,,,,,,,
h2_aug,weapon,31,,,,,,,,,Gold
h2_striker,weapon,33,,,,,,,,,Gold
h2_wa2000,weapon,35,,,,,,,,,Gold
h2_hatchet,weapon,36,,,,,,,,,Gold
h2_beretta393,weapon,37,,,,,,,,,Gold
specialty_finalstand,deathstreak,38,,,,,,,,,Gold
h2_m16,weapon,39,,,,,,,,,Gold
h2_ranger,weapon,41,,,,,,,,,Gold
h1_c4_mp,perk,42,,,,,,,,,
h2_uzi,weapon,43,,,,,,,,,Gold
h2_m9,weapon,45,,,,,,,,,Gold
h2_winchester1200,weapon,46,,,,,,,,,Gold
h2_masada,weapon,47,,,,,,,,,Gold
javelin,weapon,49,,,,,,,,,Gold
h2_sickle,weapon,50,,,,,,,,,Gold
h2_m240,weapon,51,,,,,,,,,Gold
h2_colt45,weapon,52,,,,,,,,,Gold
h2_m1014,weapon,53,,,,,,,,,Gold
h2_m21,weapon,55,,,,,,,,,Gold
h2_ak74u,weapon,56,,,,,,,,,Gold
h2_tmp,weapon,57,,,,,,,,,Gold
h2_fn2000,weapon,59,,,,,,,,,Gold
h2_deserteagle,weapon,61,,,,,,,,,Gold
h2_rpg,weapon,64,,,,,,,,,Gold
h2_model1887,weapon,66,,,,,,,,,Gold
h2_karambit,weapon,67,,,,,,,,,Gold
h2_m40a3,weapon,68,,,,,,,,,Gold
h2_ak47,weapon,69,,,,,,,,,Gold
feature_demolitions,feature,1,,,,,,,,,
feature_sniper,feature,2,,,,,,,,,
feature_cac,feature,3,,,,,,,,,
feature_challenges,feature,4,,,,,,,,,
clantag,profileFeature,3,,,,,,,,,
feature_weapon_emblem,feature,0,,,,,,,,,
feature_character_emblem,feature,0,,,,,,,,,
tier_1_a,challenge,4,,,,,,,,,
tier_2_a,challenge,4,,,,,,,,,
tier_3_a,challenge,4,,,,,,,,,
tier_4_a,challenge,4,,,,,,,,,
tier_5_a,challenge,4,,,,,,,,,
tier_6_a,challenge,8,,,,,,,,,
tier_6_b,challenge,11,,,,,,,,,
tier_6_c,challenge,14,,,,,,,,,
tier_6_d,challenge,17,,,,,,,,,
tier_7_a,challenge,20,,,,,,,,,
tier_7_b,challenge,23,,,,,,,,,
tier_7_c,challenge,26,,,,,,,,,
tier_8_a,challenge,29,,,,,,,,,
tier_8_b,challenge,32,,,,,,,,,
tier_8_c,challenge,35,,,,,,,,,
tier_8_d,challenge,38,,,,,,,,,
tier_9_a,challenge,41,,,,,,,,,
tier_9_b,challenge,44,,,,,,,,,
tier_9_c,challenge,46,,,,,,,,,
tier_9_d,challenge,47,,,,,,,,,
tier_9_e,challenge,49,,,,,,,,,
tier_10_a,challenge,50,,,,,,,,,
tier_10_b,challenge,52,,,,,,,,,
tier_10_c,challenge,53,,,,,,,,,
prestige_1,challenge,0,,,,,,1,,,
prestige_2,challenge,0,,,,,,2,,,
prestige_3,challenge,0,,,,,,3,,,
prestige_4,challenge,0,,,,,,4,,,
prestige_5,challenge,0,,,,,,5,,,
prestige_6,challenge,0,,,,,,6,,,
prestige_7,challenge,0,,,,,,7,,,
prestige_8,challenge,0,,,,,,8,,,
prestige_9,challenge,0,,,,,,9,,,
prestige_10,challenge,0,,,,,,10,,,
ak_reflex,none,0,,,,,,,,,Gold
ak_grip,none,0,,,,,,,,,Gold
ak_gl,none,0,,,,,,,,,Gold
fk_none,none,0,,,,,,,,,Gold
ak_none,none,0,,,,,,,,,Gold
ak_silencer,none,0,,,,,,,,,Gold
ak_akimbo,none,0,,,,,,,,,
fk_base,none,0,,,,,,,,,Gold
fk_gsr,loot,0,,,,,,,,,LootDrop1
fk_asn,loot,0,,,,,,,,,LootDrop1
fk_btw,loot,0,,,,,,,,,LootDrop1
fk_war,loot,0,,,,,,,,,LootDrop1
ak_acog,none,0,,,,,,,,,Gold
h1_c4,none,0,,,,,,,,,Gold
h1_claymore,none,0,,,,,,,,,Gold
fk_clh,loot,0,,,,,,,,,LootDrop1
fk_fcn,loot,0,,,,,,,,,LootDrop1
fk_gvd,loot,0,,,,,,,,,LootDrop1
fk_nse,loot,0,,,,,,,,,LootDrop1
fk_scn,loot,0,,,,,,,,,LootDrop1
none,none,0,,,,,,,,,Gold
shirt1,gear,0,,,,,,,,,Gold
NULL,none,9999,,,9999,,,9999,,1,
c4_mp,perk,0,,,,,,,,,
claymore_mp,perk,22,,,,,ch_prPurchase_claymore_mp,,,,
specialty_longersprint,perk,0,,,,,,,,,
specialty_fastmantle,perk,0,ch_extremeconditioning_1,,,,,,,,
specialty_fastreload,perk,0,,,,,,,,,
specialty_quickdraw,perk,0,ch_sleightofhand_1,,,,,,,,
specialty_scavenger,perk,12,,,,,,,,,
specialty_extraammo,perk,12,ch_concussionvet_3,,,,,,,,
specialty_bling,perk,20,,,,,,,,,
specialty_secondarybling,perk,20,ch_stealth_4,,,,,,,,
specialty_onemanarmy,perk,44,,,,,,,,,
specialty_omaquickchange,perk,44,ch_crouchshot_4,,,,,,,,
specialty_bulletdamage,perk,0,,,,,,,,,
specialty_armorpiercing,perk,0,ch_stoppingpower_2,,,,,,,,
specialty_lightweight,perk,0,,,,,,,,,
specialty_fastsprintrecovery,perk,0,ch_marathon_2,,,,,,,,
specialty_hardline,perk,8,,,,,,,,,
specialty_rollover,perk,8,ch_killer_bloodthirsty_1,,,,,,,,
specialty_radarimmune,perk,24,,,,,,,,,
specialty_spygame,perk,24,ch_uavjammer_2,,,,,,,,
specialty_explosivedamage,perk,32,,,,,,,,,
specialty_dangerclose,perk,32,ch_sonicboom_2,,,,,,,,
specialty_extendedmelee,perk,0,,,,,,,,,
specialty_falldamage,perk,0,ch_basejump_3,,,,,,,,
specialty_bulletaccuracy,perk,0,,,,,,,,,
specialty_holdbreath,perk,0,ch_steadyaim_2,,,,,,,,
specialty_localjammer,perk,16,,,,,,,,,
specialty_delaymine,perk,16,ch_fastswap_2,,,,,,,,
specialty_heartbreaker,perk,28,,,,,,,,,
specialty_quieter,perk,28,ch_proneshot_2,,,,,,,,
specialty_detectexplosive,perk,36,,,,,,,,,
specialty_selectivehearing,perk,36,ch_backdraft_3,,,,,,,,
specialty_pistoldeath,perk,40,,,,,,,,,
specialty_laststandoffhand,perk,40,ch_laststandvet_3,,,,,,,,
h2_m4 gl,weaponAttachment,3,ch_marksman_h2_m4_1,,,,,,,,
h2_m4 reflex,weaponAttachment,3,ch_marksman_h2_m4_2,,,,,,,,
h2_m4 silencerar,weaponAttachment,3,ch_marksman_h2_m4_3,,,,,,,,
h2_m4 acogh2,weaponAttachment,3,ch_marksman_h2_m4_4,,,,,,,,
h2_m4 fmj,weaponAttachment,3,ch_marksman_h2_m4_5,,,,,,,,
h2_m4 holo,weaponAttachment,3,ch_marksman_h2_m4_6,,,,,,,,
h2_m4 thermal,weaponAttachment,3,ch_marksman_h2_m4_7,,,,,,,,
h2_m4 xmag,weaponAttachment,3,ch_marksman_h2_m4_8,,,,,,,,
h2_famas reflex,weaponAttachment,3,ch_marksman_h2_famas_1,,,,,,,,
h2_famas silencerar,weaponAttachment,3,ch_marksman_h2_famas_2,,,,,,,,
h2_famas acogh2,weaponAttachment,3,ch_marksman_h2_famas_3,,,,,,,,
h2_famas fmj,weaponAttachment,3,ch_marksman_h2_famas_4,,,,,,,,
h2_famas holo,weaponAttachment,3,ch_marksman_h2_famas_5,,,,,,,,
h2_famas thermal,weaponAttachment,3,ch_marksman_h2_famas_6,,,,,,,,
h2_famas xmag,weaponAttachment,3,ch_marksman_h2_famas_7,,,,,,,,
h2_scar gl,weaponAttachment,3,ch_marksman_h2_scar_1,,,,,,,,
h2_scar reflex,weaponAttachment,3,ch_marksman_h2_scar_2,,,,,,,,
h2_scar silencerar,weaponAttachment,3,ch_marksman_h2_scar_3,,,,,,,,
h2_scar acogh2,weaponAttachment,3,ch_marksman_h2_scar_4,,,,,,,,
h2_scar fmj,weaponAttachment,3,ch_marksman_h2_scar_5,,,,,,,,
h2_scar holo,weaponAttachment,3,ch_marksman_h2_scar_6,,,,,,,,
h2_scar thermal,weaponAttachment,3,ch_marksman_h2_scar_7,,,,,,,,
h2_scar xmag,weaponAttachment,3,ch_marksman_h2_scar_8,,,,,,,,
h2_scar sho,weaponAttachment,3,ch_marksman_h2_scar_9,,,,,,,,
h2_tavor mars,weaponAttachment,3,ch_marksman_h2_tavor_1,,,,,,,,
h2_tavor silencerar,weaponAttachment,3,ch_marksman_h2_tavor_2,,,,,,,,
h2_tavor acogh2,weaponAttachment,3,ch_marksman_h2_tavor_3,,,,,,,,
h2_tavor fmj,weaponAttachment,3,ch_marksman_h2_tavor_4,,,,,,,,
h2_tavor holo,weaponAttachment,3,ch_marksman_h2_tavor_5,,,,,,,,
h2_tavor thermal,weaponAttachment,3,ch_marksman_h2_tavor_6,,,,,,,,
h2_tavor xmag,weaponAttachment,3,ch_marksman_h2_tavor_7,,,,,,,,
h2_fal reflex,weaponAttachment,3,ch_marksman_h2_fal_1,,,,,,,,
h2_fal silencerar,weaponAttachment,3,ch_marksman_h2_fal_2,,,,,,,,
h2_fal acogh2,weaponAttachment,3,ch_marksman_h2_fal_3,,,,,,,,
h2_fal fmj,weaponAttachment,3,ch_marksman_h2_fal_4,,,,,,,,
h2_fal holo,weaponAttachment,3,ch_marksman_h2_fal_5,,,,,,,,
h2_fal thermal,weaponAttachment,3,ch_marksman_h2_fal_6,,,,,,,,
h2_fal xmag,weaponAttachment,3,ch_marksman_h2_fal_7,,,,,,,,
h2_fal sho,weaponAttachment,3,ch_marksman_h2_fal_8,,,,,,,,
h2_m16 gl,weaponAttachment,3,ch_marksman_h2_m16_1,,,,,,,,
h2_m16 reflex,weaponAttachment,3,ch_marksman_h2_m16_2,,,,,,,,
h2_m16 silencerar,weaponAttachment,3,ch_marksman_h2_m16_3,,,,,,,,
h2_m16 acogh2,weaponAttachment,3,ch_marksman_h2_m16_4,,,,,,,,
h2_m16 fmj,weaponAttachment,3,ch_marksman_h2_m16_5,,,,,,,,
h2_m16 holo,weaponAttachment,3,ch_marksman_h2_m16_6,,,,,,,,
h2_m16 thermal,weaponAttachment,3,ch_marksman_h2_m16_7,,,,,,,,
h2_m16 xmag,weaponAttachment,3,ch_marksman_h2_m16_8,,,,,,,,
h2_masada gl,weaponAttachment,3,ch_marksman_h2_masada_1,,,,,,,,
h2_masada reflex,weaponAttachment,3,ch_marksman_h2_masada_2,,,,,,,,
h2_masada silencerar,weaponAttachment,3,ch_marksman_h2_masada_3,,,,,,,,
h2_masada acogh2,weaponAttachment,3,ch_marksman_h2_masada_4,,,,,,,,
h2_masada fmj,weaponAttachment,3,ch_marksman_h2_masada_5,,,,,,,,
h2_masada holo,weaponAttachment,3,ch_marksman_h2_masada_6,,,,,,,,
h2_masada thermal,weaponAttachment,3,ch_marksman_h2_masada_7,,,,,,,,
h2_masada xmag,weaponAttachment,3,ch_marksman_h2_masada_8,,,,,,,,
h2_fn2000 f2000scope,weaponAttachment,3,ch_marksman_h2_fn2000_1,,,,,,,,
h2_fn2000 silencerar,weaponAttachment,3,ch_marksman_h2_fn2000_2,,,,,,,,
h2_fn2000 acogh2,weaponAttachment,3,ch_marksman_h2_fn2000_3,,,,,,,,
h2_fn2000 fmj,weaponAttachment,3,ch_marksman_h2_fn2000_4,,,,,,,,
h2_fn2000 holo,weaponAttachment,3,ch_marksman_h2_fn2000_5,,,,,,,,
h2_fn2000 thermal,weaponAttachment,3,ch_marksman_h2_fn2000_6,,,,,,,,
h2_fn2000 xmag,weaponAttachment,3,ch_marksman_h2_fn2000_7,,,,,,,,
h2_ak47 glak47,weaponAttachment,3,ch_marksman_h2_ak47_1,,,,,,,,
h2_ak47 reflex,weaponAttachment,3,ch_marksman_h2_ak47_2,,,,,,,,
h2_ak47 silencerar,weaponAttachment,3,ch_marksman_h2_ak47_3,,,,,,,,
h2_ak47 acogh2,weaponAttachment,3,ch_marksman_h2_ak47_4,,,,,,,,
h2_ak47 fmj,weaponAttachment,3,ch_marksman_h2_ak47_5,,,,,,,,
h2_ak47 holo,weaponAttachment,3,ch_marksman_h2_ak47_6,,,,,,,,
h2_ak47 thermal,weaponAttachment,3,ch_marksman_h2_ak47_7,,,,,,,,
h2_ak47 xmag,weaponAttachment,3,ch_marksman_h2_ak47_8,,,,,,,,
h2_ak47 sho,weaponAttachment,3,ch_marksman_h2_ak47_9,,,,,,,,
h2_mp5k fastfire,weaponAttachment,3,ch_marksman_h2_mp5k_1,,,,,,,,
h2_mp5k reflex,weaponAttachment,3,ch_marksman_h2_mp5k_2,,,,,,,,
h2_mp5k silencersmg,weaponAttachment,3,ch_marksman_h2_mp5k_3,,,,,,,,
h2_mp5k acogh2,weaponAttachment,3,ch_marksman_h2_mp5k_4,,,,,,,,
h2_mp5k fmj,weaponAttachment,3,ch_marksman_h2_mp5k_5,,,,,,,,
h2_mp5k akimbo,weaponAttachment,3,ch_marksman_h2_mp5k_6,,,,,,,,
h2_mp5k holo,weaponAttachment,3,ch_marksman_h2_mp5k_7,,,,,,,,
h2_mp5k thermal,weaponAttachment,3,ch_marksman_h2_mp5k_8,,,,,,,,
